,imdb_rating,rotten_tomatoes_score,votos_log,presupuesto_log,awards_won,hours_watched_million,duracion_total,antiguedad,cluster,cluster_nombre
6827,5.9,62,6.419994928147142,0.0,0,1,1620.0,43,1,Nicho Subestimado
6828,9.1,90,5.7430031878094825,1.029619417181158,0,0,101.0,5,2,Joya de Critica
6829,7.7,78,6.12029741895095,5.993961427306569,3,0,101.0,28,2,Joya de Critica
6830,8.8,74,14.264203723699952,0.0,5,2145,720.0,1,0,Blockbuster Costoso
6831,5.7,59,8.694502206386648,0.0,0,3,450.0,6,1,Nicho Subestimado
6832,5.6,69,9.918523937362242,2.2512917986064958,0,33,127.0,19,3,Contenido Promedio
6833,6.8,56,9.667385400057526,0.0,2,29,990.0,13,1,Nicho Subestimado
6834,6.7,67,7.879291485082271,1.5260563034950492,0,5,94.0,33,3,Contenido Promedio
6835,7.8,79,9.545311482471128,0.0,0,20,720.0,3,2,Joya de Critica
6836,6.6,66,12.005442504801223,1.4586150226995167,0,206,126.0,7,3,Contenido Promedio
6837,7.1,69,5.056245805348308,1.3862943611198906,0,0,95.0,19,3,Contenido Promedio
6838,5.9,51,10.905937631859144,0.0,0,90,360.0,3,1,Nicho Subestimado
6839,6.9,72,10.636552318761908,3.552486829208381,1,30,117.0,2,3,Contenido Promedio
6840,6.6,69,10.30958579350671,0.0,0,19,720.0,4,1,Nicho Subestimado
6841,5.2,52,9.062768007509048,3.7495040759303713,0,19,79.0,2,3,Contenido Promedio
6842,8.1,79,5.351858133476067,1.0647107369924282,0,0,125.0,41,2,Joya de Critica
6843,7.1,77,8.354438940114811,0.0,0,2,1350.0,3,1,Nicho Subestimado
6844,6.2,64,10.303437479956182,0.0,0,11,450.0,4,1,Nicho Subestimado
6845,6.3,76,11.133917265824424,2.312535423847214,0,34,113.0,4,3,Contenido Promedio
6846,6.0,70,10.050699932216515,0.0,0,20,1440.0,7,1,Nicho Subestimado
6847,6.8,70,10.679274066616877,1.3862943611198906,0,86,93.0,3,3,Contenido Promedio
6848,6.2,69,8.406261630708956,3.8691155044168695,0,6,151.0,8,3,Contenido Promedio
6849,6.4,75,6.715383386334681,0.0,0,1,2880.0,26,1,Nicho Subestimado
6850,6.5,56,7.302496423727326,0.0,0,0,1080.0,8,1,Nicho Subestimado
6851,6.5,63,6.71295620067707,0.0,0,0,450.0,18,1,Nicho Subestimado
6852,6.9,66,9.15472194821317,2.91235066461494,0,19,114.0,16,3,Contenido Promedio
6853,7.2,73,10.879969871304157,2.760009940032921,0,120,159.0,37,3,Contenido Promedio
6854,5.0,50,10.284215880411878,2.3513752571634776,0,10,170.0,1,3,Contenido Promedio
6855,7.2,69,7.703459047867175,2.9069010598473755,0,2,121.0,4,3,Contenido Promedio
6856,7.5,78,6.0063531596017325,0.0,0,0,810.0,15,1,Nicho Subestimado
6857,7.1,62,11.68746683444522,1.667706820558076,0,245,96.0,5,3,Contenido Promedio
6858,5.6,46,10.632170781587089,2.653241964607215,0,28,116.0,5,3,Contenido Promedio
6859,7.5,87,9.428029072607428,2.827313621929028,0,5,92.0,6,2,Joya de Critica
6860,6.6,74,13.867309524478122,0.0,0,410,1350.0,11,1,Nicho Subestimado
6861,7.9,76,5.971261839790462,4.091005660956586,0,0,79.0,15,2,Joya de Critica
6862,6.8,67,9.371948887172596,0.0,0,13,540.0,7,1,Nicho Subestimado
6863,5.8,55,11.45117771267882,0.0,0,180,4320.0,0,1,Nicho Subestimado
6864,6.9,53,12.384461479296416,2.681021528714291,0,224,124.0,3,3,Contenido Promedio
6865,5.0,55,5.556828061699537,4.37197629882038,0,0,111.0,14,3,Contenido Promedio
6866,9.6,99,8.494333897270154,0.0,0,11,900.0,0,2,Joya de Critica
6867,6.9,73,6.617402977974478,2.631888840136646,0,0,123.0,5,3,Contenido Promedio
6868,6.8,70,14.45347055699919,0.0,0,2621,4320.0,5,0,Blockbuster Costoso
6869,7.3,80,9.334767950351235,0.0,0,17,810.0,7,1,Nicho Subestimado
6870,6.2,73,5.267858159063328,4.461299815568389,0,0,132.0,16,3,Contenido Promedio
6871,8.7,88,11.14430806435553,0.0,3,28,360.0,0,2,Joya de Critica
6872,7.7,78,7.858640655620791,0.0,2,6,450.0,33,2,Joya de Critica
6873,7.8,80,9.562967133068346,2.873564639579784,0,28,95.0,9,2,Joya de Critica
6874,6.0,53,6.184148890937483,2.7212954278522306,0,0,137.0,3,3,Contenido Promedio
6875,7.5,76,11.9462067575195,0.0,0,287,450.0,6,2,Joya de Critica
6876,7.2,62,8.99961934066053,3.9318256327243257,0,17,107.0,0,3,Contenido Promedio
6877,8.3,64,9.725854985228304,0.0,1,37,810.0,25,2,Joya de Critica
6878,6.4,61,9.816621619514466,0.0,0,39,1800.0,0,1,Nicho Subestimado
6879,5.5,56,9.183791036742646,0.0,0,19,270.0,8,1,Nicho Subestimado
6880,7.5,85,7.106606137727303,3.658420246629228,1,0,92.0,16,2,Joya de Critica
6881,8.8,82,7.324489979348532,2.747270914255491,0,1,107.0,2,2,Joya de Critica
6882,6.8,67,5.717027701406222,2.2082744135228043,0,0,101.0,10,3,Contenido Promedio
6883,6.1,49,8.497806477616047,0.0,0,2,900.0,24,1,Nicho Subestimado
6884,6.9,71,9.712992685053011,0.0,0,32,1800.0,3,1,Nicho Subestimado
6885,7.5,81,6.646390514847729,2.70805020110221,0,0,120.0,0,2,Joya de Critica
6886,6.9,82,7.038783541388542,0.0,0,1,3240.0,15,1,Nicho Subestimado
6887,8.1,86,10.77645315967191,0.0,3,36,720.0,4,2,Joya de Critica
6888,8.7,82,7.911324018963353,0.0,0,2,450.0,9,2,Joya de Critica
6889,5.9,58,7.299797366758161,1.916922612182061,0,3,105.0,4,3,Contenido Promedio
6890,7.5,66,4.727387818712341,0.0,0,0,900.0,14,1,Nicho Subestimado
6891,4.0,44,13.989258802046916,0.0,0,1427,360.0,12,0,Blockbuster Costoso
6892,6.3,58,12.232023003412587,3.502549875922443,0,113,122.0,1,3,Contenido Promedio
6893,7.0,72,10.5693919967022,3.58351893845611,1,17,82.0,1,3,Contenido Promedio
6894,6.5,81,7.456454555176209,0.0,0,2,1800.0,9,1,Nicho Subestimado
6895,5.4,53,9.86526633971593,0.0,0,47,1800.0,5,1,Nicho Subestimado
6896,9.6,92,9.925297966799976,3.414442608412176,2,22,103.0,3,2,Joya de Critica
6897,8.2,80,6.1463292576688975,3.6635616461296463,0,0,89.0,5,2,Joya de Critica
6898,8.3,92,9.597369917928662,1.308332819650179,0,22,81.0,6,2,Joya de Critica
6899,8.7,99,8.991686725934825,3.414442608412176,0,5,140.0,10,2,Joya de Critica
6900,5.7,63,9.179571838304549,0.0,0,9,720.0,7,1,Nicho Subestimado
6901,6.9,68,11.183365284951527,2.6741486494265287,0,131,91.0,28,3,Contenido Promedio
6902,8.7,87,8.313116702819253,3.1780538303479458,3,4,86.0,3,2,Joya de Critica
6903,7.5,74,9.11921143856508,0.0,0,7,4320.0,2,1,Nicho Subestimado
6904,8.5,83,7.751045117971802,3.653252276470785,3,0,69.0,6,2,Joya de Critica
6905,7.6,84,4.248495242049359,0.0,1,0,1080.0,15,2,Joya de Critica
6906,6.5,65,11.817191755898069,0.0,0,73,2520.0,5,1,Nicho Subestimado
6907,6.8,72,10.505779614751988,2.766319109226186,0,44,106.0,0,3,Contenido Promedio
6908,4.8,49,8.016647877057803,1.410986973710262,0,0,99.0,4,3,Contenido Promedio
6909,6.5,61,8.383890344101816,1.7227665977411035,0,2,71.0,14,3,Contenido Promedio
6910,6.0,50,12.496216684852874,4.182050142641207,0,542,69.0,5,3,Contenido Promedio
6911,8.4,85,11.04256977375795,3.391147045808654,0,47,85.0,1,2,Joya de Critica
6912,5.5,59,6.190315405853148,0.0,0,0,450.0,9,1,Nicho Subestimado
6913,8.1,83,8.47595444339964,3.8416005411316,0,5,112.0,1,2,Joya de Critica
6914,7.4,79,8.952864141581468,0.0,0,10,360.0,7,2,Joya de Critica
6915,7.0,72,10.457516333602769,0.0,0,54,900.0,0,1,Nicho Subestimado
6916,6.9,81,6.380122536899765,0.0,0,0,2700.0,2,1,Nicho Subestimado
6917,9.2,99,5.356586274672012,1.9459101490553128,2,0,123.0,19,2,Joya de Critica
6918,8.2,79,9.093469420244768,3.93963817246112,0,14,116.0,2,2,Joya de Critica
6919,4.7,60,7.471363088187097,1.824549292051046,0,0,131.0,12,3,Contenido Promedio
6920,7.4,70,9.965287953441576,2.89591193827178,0,10,132.0,8,3,Contenido Promedio
6921,6.8,62,11.716608890327976,1.0647107369924282,0,75,119.0,5,3,Contenido Promedio
6922,6.0,64,10.048712804688908,0.0,0,49,1620.0,13,1,Nicho Subestimado
6923,6.8,60,11.409984242682976,0.0,0,224,1350.0,6,1,Nicho Subestimado
6924,6.7,76,5.017279836814924,1.667706820558076,0,0,76.0,26,3,Contenido Promedio
6925,6.6,68,14.914123179965662,4.282206299391671,0,6074,139.0,2,0,Blockbuster Costoso
6926,6.9,76,5.313205979041787,2.2823823856765264,1,0,110.0,14,2,Joya de Critica
6927,6.4,75,10.855029591422918,4.100989104940769,0,52,53.0,6,3,Contenido Promedio
6928,7.5,84,8.09559870137819,3.370738174177447,0,3,83.0,21,2,Joya de Critica
6929,7.1,65,9.448648359810164,0.0,0,20,900.0,29,1,Nicho Subestimado
6930,7.4,75,8.97903863296051,1.9740810260220096,0,2,55.0,5,2,Joya de Critica
6931,8.2,87,11.87758941167446,3.370738174177447,1,327,119.0,4,2,Joya de Critica
6932,7.0,68,13.679559096476812,1.2237754316221157,0,276,71.0,2,3,Contenido Promedio
6933,5.8,49,5.298317366548036,3.0726933146901194,0,0,106.0,6,3,Contenido Promedio
6934,7.2,63,11.29892746531572,2.379546134130174,0,155,75.0,26,3,Contenido Promedio
6935,6.4,63,8.808070154764538,0.0,0,5,1350.0,3,1,Nicho Subestimado
6936,6.6,74,10.808959976974403,0.0,1,60,720.0,39,1,Nicho Subestimado
6937,7.5,83,7.707512194600341,0.0,0,4,3600.0,46,1,Nicho Subestimado
6938,7.2,57,9.842728546690564,2.681021528714291,0,22,100.0,39,3,Contenido Promedio
6939,6.2,64,4.442651256490317,4.350277936359301,0,0,104.0,3,3,Contenido Promedio
6940,6.8,57,8.716044050161402,1.667706820558076,2,12,119.0,3,3,Contenido Promedio
6941,6.8,76,11.474080681146662,2.517696472610991,0,177,117.0,4,3,Contenido Promedio
6942,6.1,70,6.376726947898627,1.9878743481543453,0,0,60.0,9,3,Contenido Promedio
6943,6.5,67,10.153662442901368,3.0204248861443626,0,57,133.0,3,3,Contenido Promedio
6944,8.5,66,8.112227958349724,3.914021008090819,3,7,109.0,4,2,Joya de Critica
6945,4.6,43,10.675931008412125,0.0,0,103,720.0,0,1,Nicho Subestimado
6946,6.8,70,7.85243908535751,0.0,1,1,540.0,9,1,Nicho Subestimado
6947,6.0,62,8.509564164251746,1.6863989535702288,0,9,108.0,31,3,Contenido Promedio
6948,7.7,80,6.78332520060396,0.0,2,1,1350.0,32,2,Joya de Critica
6949,6.0,54,8.230044310126114,2.091864061678393,0,5,135.0,5,3,Contenido Promedio
6950,5.2,71,9.228180290104511,4.536891345234797,0,22,122.0,5,3,Contenido Promedio
6951,6.9,55,10.327643559087782,0.0,0,27,450.0,10,1,Nicho Subestimado
6952,7.6,75,14.173856804498437,1.7578579175523736,1,1601,78.0,12,0,Blockbuster Costoso
6953,7.2,99,9.12674134809987,0.0,0,7,360.0,8,2,Joya de Critica
6954,6.1,64,8.849083518532339,1.916922612182061,0,15,146.0,3,3,Contenido Promedio
6955,5.9,49,8.348064228408266,2.468099531471619,0,9,87.0,44,3,Contenido Promedio
6956,7.1,67,5.8888779583328805,0.0,1,0,810.0,14,1,Nicho Subestimado
6957,5.6,53,9.009202900924588,0.0,0,16,540.0,34,1,Nicho Subestimado
6958,5.6,40,9.042394981126735,4.37197629882038,0,20,100.0,6,3,Contenido Promedio
6959,8.0,86,6.54534966033442,0.0,0,0,1080.0,3,2,Joya de Critica
6960,5.5,55,6.86484777797086,3.3032169733019514,0,1,91.0,6,3,Contenido Promedio
6961,5.4,54,9.228376734462282,2.1162555148025524,0,4,99.0,14,3,Contenido Promedio
6962,7.4,66,10.422965635581258,3.586292865338835,0,37,125.0,5,3,Contenido Promedio
6963,8.4,85,8.666130304190608,0.0,0,4,450.0,4,2,Joya de Critica
6964,4.9,52,8.442469645220301,3.3250360206965914,0,3,110.0,10,3,Contenido Promedio
6965,4.9,50,12.000388291549273,3.198673117550681,0,91,133.0,2,3,Contenido Promedio
6966,5.0,52,10.639502633323248,0.0,0,35,720.0,4,1,Nicho Subestimado
6967,5.7,57,6.336825731146441,0.0,0,0,810.0,11,1,Nicho Subestimado
6968,7.1,73,9.198166571044474,0.0,0,12,3240.0,12,1,Nicho Subestimado
6969,4.0,57,12.193326760754864,0.0,0,188,360.0,1,1,Nicho Subestimado
6970,7.1,80,10.31705309667816,2.2823823856765264,0,73,97.0,33,2,Joya de Critica
6971,7.3,80,8.818482267274236,1.88706964903238,0,2,126.0,5,2,Joya de Critica
6972,6.6,56,11.829122105320211,0.0,0,194,1350.0,10,1,Nicho Subestimado
6973,6.3,78,7.566828479208331,1.8718021769015916,0,3,116.0,14,3,Contenido Promedio
6974,7.7,79,7.132497551660044,1.9315214116032136,1,2,77.0,3,2,Joya de Critica
6975,6.8,73,12.628735684466449,2.163323025660538,1,490,101.0,0,2,Joya de Critica
6976,7.9,86,7.183870715062453,2.5952547069568657,1,3,110.0,1,2,Joya de Critica
6977,6.7,71,7.186144304522325,3.9357395320454622,0,1,94.0,0,3,Contenido Promedio
6978,7.3,81,10.96607534802687,2.87919845729804,0,87,134.0,36,2,Joya de Critica
6979,5.9,56,8.329899292995725,3.299533727885655,0,4,88.0,10,3,Contenido Promedio
6980,6.4,59,10.985224923979391,3.100092288878234,0,144,100.0,1,3,Contenido Promedio
6981,5.7,57,11.776604249692657,2.714694743820879,0,258,107.0,2,3,Contenido Promedio
6982,5.2,31,7.905441649060286,4.61015772749913,0,4,167.0,1,3,Contenido Promedio
6983,6.0,65,13.171092587335137,3.2386784521643803,0,555,130.0,23,3,Contenido Promedio
6984,4.4,49,9.139488631004232,2.2082744135228043,0,10,125.0,18,3,Contenido Promedio
6985,7.5,77,9.364691031806109,1.1314021114911006,0,28,79.0,14,2,Joya de Critica
6986,8.6,92,5.572154032177765,0.0,1,0,1080.0,7,2,Joya de Critica
6987,7.0,66,7.901747518520144,0.0,0,6,720.0,5,1,Nicho Subestimado
6988,4.4,43,8.6628507638386,2.468099531471619,0,8,59.0,15,3,Contenido Promedio
6989,6.9,84,5.6240175061873385,3.40452517175483,0,0,121.0,1,3,Contenido Promedio
6990,6.8,69,9.67130325656977,2.602689685444384,0,12,99.0,10,3,Contenido Promedio
6991,7.4,68,10.61341810113042,2.2300144001592104,0,41,104.0,21,3,Contenido Promedio
6992,7.4,79,9.01881660441743,1.4586150226995167,0,5,88.0,13,2,Joya de Critica
6993,6.2,57,10.655493090102429,0.0,0,83,1440.0,8,1,Nicho Subestimado
6994,7.7,76,8.483429561263428,2.9391619220655967,0,9,84.0,23,2,Joya de Critica
6995,8.2,87,8.240121298076472,2.4336133554004498,8,4,123.0,15,2,Joya de Critica
6996,7.4,76,8.928242677818302,3.3568971227655755,0,13,171.0,17,3,Contenido Promedio
6997,8.9,91,12.166333397961155,3.505557396986398,0,207,108.0,4,2,Joya de Critica
6998,6.2,56,6.519147287940395,3.1654750481410856,0,1,122.0,3,3,Contenido Promedio
6999,7.2,56,10.21702010357802,0.0,0,47,540.0,9,1,Nicho Subestimado
7000,5.9,53,9.166806369952454,1.7578579175523736,0,8,64.0,8,3,Contenido Promedio
7001,7.2,60,6.984716320118266,2.2082744135228043,0,2,80.0,13,3,Contenido Promedio
7002,5.8,56,9.953086913027413,4.375757021660286,0,12,164.0,8,3,Contenido Promedio
7003,5.2,46,7.85049318087114,0.0,0,0,900.0,6,1,Nicho Subestimado
7004,5.5,57,8.646465527120377,0.0,0,5,270.0,7,1,Nicho Subestimado
7005,5.8,52,7.826842098158293,0.0,0,5,540.0,39,1,Nicho Subestimado
7006,8.4,71,9.40968291310444,0.0,0,23,540.0,6,2,Joya de Critica
7007,8.0,62,9.5767180913763,3.5890591188317256,0,12,109.0,3,3,Contenido Promedio
7008,5.8,63,10.653888975677637,2.19722457733622,0,44,100.0,38,3,Contenido Promedio
7009,6.3,63,11.291180934569724,4.255612709818223,0,51,131.0,43,3,Contenido Promedio
7010,6.4,63,10.45097292066472,2.360854001118021,0,75,114.0,4,3,Contenido Promedio
7011,5.5,51,6.679599185844383,2.468099531471619,0,1,78.0,1,3,Contenido Promedio
7012,8.7,70,5.3612921657094255,0.0,0,0,540.0,28,2,Joya de Critica
7013,6.4,62,8.54927308487965,0.0,0,2,1080.0,4,1,Nicho Subestimado
7014,7.7,81,6.593044534142437,3.1484533605716547,2,0,117.0,11,2,Joya de Critica
7015,5.0,44,10.734198609318932,0.0,0,29,450.0,11,1,Nicho Subestimado
7016,7.3,69,10.194663514242166,3.380994674344636,1,22,87.0,11,3,Contenido Promedio
7017,5.4,48,10.643661438523829,1.8082887711792652,0,19,125.0,5,3,Contenido Promedio
7018,4.5,42,7.53689712956617,0.0,0,1,540.0,5,1,Nicho Subestimado
7019,8.5,89,11.775158951655907,0.0,1,48,450.0,6,2,Joya de Critica
7020,5.3,45,9.178643285232928,2.975529566236472,0,13,167.0,36,3,Contenido Promedio
7021,8.2,83,9.926178162455829,3.2733640101522705,0,12,93.0,38,2,Joya de Critica
7022,7.0,75,10.16627480445489,3.446807892914208,0,34,68.0,5,3,Contenido Promedio
7023,6.4,68,8.41604600941128,4.612145799724517,0,9,109.0,10,3,Contenido Promedio
7024,7.3,70,8.029107054619736,0.0,0,5,1620.0,20,1,Nicho Subestimado
7025,7.7,68,11.402340213006235,0.0,2,82,270.0,8,2,Joya de Critica
7026,6.4,57,7.050122520269059,3.703768066607687,0,0,96.0,39,3,Contenido Promedio
7027,6.0,70,9.455010553834672,0.0,0,30,1440.0,0,1,Nicho Subestimado
7028,5.9,60,8.390268497842571,3.269568939183719,0,9,135.0,24,3,Contenido Promedio
7029,5.6,60,8.824677891164198,3.054001181677967,0,3,54.0,21,3,Contenido Promedio
7030,7.1,60,10.135511555656276,1.5040773967762742,0,50,145.0,11,3,Contenido Promedio
7031,6.0,65,9.368113055848724,1.252762968495368,0,5,105.0,3,3,Contenido Promedio
7032,6.9,57,7.961370201719511,2.8449093838194077,0,1,93.0,12,3,Contenido Promedio
7033,6.7,85,6.628041376179533,0.0,0,1,1800.0,1,1,Nicho Subestimado
7034,6.5,71,8.502079553606189,1.62924053973028,0,10,86.0,0,3,Contenido Promedio
7035,9.3,99,8.870943863837724,0.0,0,2,2520.0,0,2,Joya de Critica
7036,6.6,62,12.204681678584032,1.7047480922384253,0,342,126.0,8,3,Contenido Promedio
7037,6.8,66,8.547916364059079,0.0,0,12,360.0,46,1,Nicho Subestimado
7038,8.0,81,6.598509028614515,3.391147045808654,1,0,111.0,17,2,Joya de Critica
7039,6.6,62,11.824541325592577,2.9069010598473755,0,325,97.0,6,3,Contenido Promedio
7040,7.6,79,8.774003600200931,2.5877640352277083,0,3,85.0,1,2,Joya de Critica
7041,6.3,58,6.947937068614969,3.104586678466073,0,2,110.0,11,3,Contenido Promedio
7042,5.8,45,8.598035579260339,0.0,0,5,1440.0,43,1,Nicho Subestimado
7043,5.4,53,7.997326822998097,3.32862668882732,0,6,115.0,1,3,Contenido Promedio
7044,5.8,66,6.897704943128636,3.490428515390098,0,1,113.0,2,3,Contenido Promedio
7045,5.6,58,8.550627967502475,3.126760535960395,0,2,91.0,16,3,Contenido Promedio
7046,6.2,77,5.91350300563827,3.1484533605716547,0,0,83.0,4,3,Contenido Promedio
7047,7.0,71,9.57519179719905,0.0,1,16,540.0,8,1,Nicho Subestimado
7048,7.0,70,7.479299637782834,3.1822118404966093,0,3,57.0,2,3,Contenido Promedio
7049,6.5,51,8.782322859397507,0.0,0,12,720.0,5,1,Nicho Subestimado
7050,5.6,64,9.140668698726865,2.1162555148025524,0,12,120.0,46,3,Contenido Promedio
7051,7.2,69,9.444858981311896,2.681021528714291,0,13,80.0,5,3,Contenido Promedio
7052,7.5,69,9.273690687476943,0.0,0,24,900.0,45,1,Nicho Subestimado
7053,6.4,69,8.494743062578646,3.505557396986398,0,4,164.0,6,3,Contenido Promedio
7054,6.1,62,7.260522598089852,0.0,0,0,1800.0,24,1,Nicho Subestimado
7055,7.7,70,8.587278798982926,0.0,0,6,270.0,3,1,Nicho Subestimado
7056,6.6,73,9.83756140241996,3.517497837358316,0,44,157.0,15,3,Contenido Promedio
7057,7.2,64,8.826441041782578,0.0,0,5,720.0,15,1,Nicho Subestimado
7058,6.7,76,9.683775606523614,0.0,0,11,1620.0,12,1,Nicho Subestimado
7059,4.5,47,9.842675413139371,1.4350845252893227,0,46,104.0,46,3,Contenido Promedio
7060,8.8,83,7.374001859350161,0.0,1,2,270.0,0,2,Joya de Critica
7061,7.2,67,9.9945614994355,1.308332819650179,0,42,94.0,20,3,Contenido Promedio
7062,7.1,64,7.044905117129371,3.586292865338835,1,2,141.0,9,3,Contenido Promedio
7063,8.4,83,6.766191714660351,1.308332819650179,0,1,86.0,5,2,Joya de Critica
7064,6.3,59,10.013103998859451,1.7578579175523736,0,6,118.0,10,3,Contenido Promedio
7065,5.7,42,13.570591634772224,5.319099905730565,0,1403,156.0,5,0,Blockbuster Costoso
7066,6.4,69,8.575084669832014,0.0,0,10,540.0,2,1,Nicho Subestimado
7067,6.1,59,9.50576737487541,0.0,0,4,1350.0,3,1,Nicho Subestimado
7068,7.9,75,7.847762537473608,2.2082744135228043,0,0,115.0,21,2,Joya de Critica
7069,9.3,98,4.852030263919617,1.88706964903238,0,0,99.0,1,2,Joya de Critica
7070,8.2,89,9.497922439427631,0.0,0,31,1620.0,5,2,Joya de Critica
7071,8.7,79,8.857657449306988,2.388762789235098,8,2,148.0,10,2,Joya de Critica
7072,8.4,74,9.885832617297408,0.0,2,13,1080.0,5,2,Joya de Critica
7073,7.8,80,9.013351778138825,3.960813169597578,1,16,75.0,10,2,Joya de Critica
7074,7.1,65,10.014760554945555,0.0,1,25,450.0,2,1,Nicho Subestimado
7075,7.0,63,6.331501849893691,1.9600947840472696,0,0,92.0,14,3,Contenido Promedio
7076,5.0,54,11.106895197189418,2.760009940032921,0,50,126.0,4,3,Contenido Promedio
7077,7.7,87,7.01571242048723,4.21803603456465,0,2,84.0,6,2,Joya de Critica
7078,6.0,63,8.142063283104147,3.4436180975461075,0,5,89.0,11,3,Contenido Promedio
7079,7.5,81,11.547887121203129,3.044522437723423,1,208,136.0,0,2,Joya de Critica
7080,7.0,60,9.529884417576708,0.0,0,23,900.0,3,1,Nicho Subestimado
7081,9.1,97,7.31455283232408,2.8507065015037334,0,1,125.0,4,2,Joya de Critica
7082,6.8,79,10.668722809490328,2.9652730660692823,0,85,93.0,4,3,Contenido Promedio
7083,4.5,30,4.564348191467836,0.0,0,0,540.0,2,1,Nicho Subestimado
7084,4.8,46,8.731981938347694,4.517431271680085,0,7,111.0,20,3,Contenido Promedio
7085,7.1,71,9.0068768914288,4.403054001865957,0,3,124.0,16,3,Contenido Promedio
7086,5.8,65,7.284820912568604,3.471966452550362,0,1,125.0,9,3,Contenido Promedio
7087,5.2,48,8.873888135154973,4.146304301152812,0,6,113.0,9,3,Contenido Promedio
7088,8.9,99,10.767221033671609,3.317815772723105,0,30,82.0,16,2,Joya de Critica
7089,4.5,41,6.295266001439646,0.0,0,0,2160.0,32,1,Nicho Subestimado
7090,8.1,65,8.177234885510194,3.979681653901961,1,5,100.0,22,2,Joya de Critica
7091,9.3,78,8.073714641109857,2.990719731730447,0,3,82.0,16,2,Joya de Critica
7092,5.2,52,6.192362489474872,0.0,0,0,900.0,11,1,Nicho Subestimado
7093,6.4,65,6.369900982828227,0.0,0,0,270.0,27,1,Nicho Subestimado
7094,6.7,67,7.234898420314831,0.0,0,0,1440.0,2,1,Nicho Subestimado
7095,7.7,82,9.621058326365796,0.0,0,34,1080.0,16,2,Joya de Critica
7096,6.4,77,5.641907070938114,0.0,0,0,1800.0,44,1,Nicho Subestimado
7097,7.4,76,7.060476365999801,3.5380565643793527,0,1,99.0,4,3,Contenido Promedio
7098,5.6,56,7.0431599159883405,0.0,0,2,2520.0,16,1,Nicho Subestimado
7099,8.0,92,10.087848694627851,0.0,2,18,1080.0,9,2,Joya de Critica
7100,8.3,82,7.826842098158293,1.4586150226995167,0,2,101.0,17,2,Joya de Critica
7101,6.8,77,9.49732219931357,4.097672352314776,0,22,90.0,2,3,Contenido Promedio
7102,7.7,72,6.838405200847344,3.929862923556477,0,1,90.0,3,3,Contenido Promedio
7103,5.9,64,9.506362568702963,2.72785282839839,0,33,170.0,0,3,Contenido Promedio
7104,7.6,65,8.929170383139624,2.0541237336955462,2,3,117.0,4,2,Joya de Critica
7105,8.5,81,10.012566147562366,0.0,0,12,450.0,18,2,Joya de Critica
7106,5.0,48,9.142703723260372,3.873282177111716,0,18,156.0,26,3,Contenido Promedio
7107,7.5,72,10.45250451367605,2.3702437414678603,0,15,84.0,32,3,Contenido Promedio
7108,5.0,45,7.695757990554761,0.0,0,1,1980.0,5,1,Nicho Subestimado
7109,7.4,67,7.801391320291485,0.0,0,5,540.0,8,1,Nicho Subestimado
7110,6.1,61,9.387062950369655,3.1822118404966093,0,15,103.0,10,3,Contenido Promedio
7111,8.0,72,10.988930167155596,0.0,0,82,900.0,3,1,Nicho Subestimado
7112,8.6,88,11.496897703893032,3.1354942159291497,1,153,96.0,15,2,Joya de Critica
7113,7.3,75,9.008958312443486,0.0,0,9,540.0,3,1,Nicho Subestimado
7114,7.7,68,9.173987542510384,0.0,2,15,360.0,4,2,Joya de Critica
7115,7.7,62,10.368855453377336,3.7909846770510898,2,42,107.0,11,2,Joya de Critica
7116,7.6,78,10.545657178331206,0.0,2,59,450.0,9,2,Joya de Critica
7117,6.3,60,10.746411575914298,3.5234150143864045,0,62,163.0,41,3,Contenido Promedio
7118,6.1,60,9.27837278236801,0.0,0,18,720.0,8,1,Nicho Subestimado
7119,5.7,48,8.549853973655786,2.517696472610991,0,2,151.0,39,3,Contenido Promedio
7120,6.2,72,12.031885911164716,0.0,0,68,360.0,10,1,Nicho Subestimado
7121,6.3,66,7.826443135456014,2.2823823856765264,0,2,150.0,30,3,Contenido Promedio
7122,6.3,53,10.67724650958846,1.9878743481543453,0,53,120.0,10,3,Contenido Promedio
7123,7.1,74,11.048888002702997,2.791165107812717,0,135,72.0,2,3,Contenido Promedio
7124,5.9,50,8.028455164114252,1.62924053973028,0,6,112.0,0,3,Contenido Promedio
7125,6.1,65,10.191931834432474,0.0,0,55,1080.0,3,1,Nicho Subestimado
7126,6.5,62,10.280861780477768,0.0,0,17,450.0,3,1,Nicho Subestimado
7127,9.7,99,6.248042874508429,0.0,1,1,270.0,3,2,Joya de Critica
7128,6.0,59,7.951207156472972,0.9932517730102832,0,2,107.0,0,3,Contenido Promedio
7129,5.3,54,7.473637108496206,0.0,0,3,720.0,26,1,Nicho Subestimado
7130,6.7,64,11.020054356564351,0.0,0,101,360.0,6,1,Nicho Subestimado
7131,7.4,77,9.186150133174966,0.0,0,3,1350.0,3,1,Nicho Subestimado
7132,7.1,57,9.151121012316212,0.0,0,21,1800.0,9,1,Nicho Subestimado
7133,3.5,34,11.019055281853651,0.0,0,100,1800.0,43,1,Nicho Subestimado
7134,7.2,63,3.9318256327243257,0.0,0,0,450.0,21,1,Nicho Subestimado
7135,7.5,70,9.81945355692612,4.120661870539474,0,41,98.0,42,3,Contenido Promedio
7136,5.8,64,12.486541263463652,0.0,0,226,450.0,5,1,Nicho Subestimado
